SITE,TRANSECT,YEAR,SP_CODE,mean_wet_weight,median_dry_weight,median_wet_weight,mean_dry_weight,NETWORK,PI,QUAD,SIDE,COUNT,AREA,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES,NOTES,geometry,transect_mean_wet_weight,transect_median_dry_weight,transect_median_wet_weight,transect_mean_dry_weight
NW Appledore,North Head,2015,AGCL,13.073437453953803,NA,9.5568821965881,NA,KEEN ONE,Byrnes,8,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6156041193753, 42.9929039161652)",13.073437453953803,NA,9.5568821965881,NA
NW Appledore,North Head,2015,SL,39.297186340114045,3.3516745948724154,34.9079398363026,3.3516745948724154,KEEN ONE,Byrnes,0,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6156041193753, 42.9929039161652)",157.18874536045618,13.406698379489661,139.6317593452104,13.406698379489661
NW Appledore,North Head,2015,SL,39.297186340114045,3.3516745948724154,34.9079398363026,3.3516745948724154,KEEN ONE,Byrnes,16,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6156041193753, 42.9929039161652)",39.297186340114045,3.3516745948724154,34.9079398363026,3.3516745948724154
NW Appledore,North Head,2015,SL,39.297186340114045,3.3516745948724154,34.9079398363026,3.3516745948724154,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6156041193753, 42.9929039161652)",0,0,0,0
NW Appledore,North Head,2015,SL,39.297186340114045,3.3516745948724154,34.9079398363026,3.3516745948724154,KEEN ONE,Byrnes,32,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6156041193753, 42.9929039161652)",78.59437268022809,6.703349189744831,69.8158796726052,6.703349189744831
NW Appledore,North Head,2015,SL,39.297186340114045,3.3516745948724154,34.9079398363026,3.3516745948724154,KEEN ONE,Byrnes,40,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6156041193753, 42.9929039161652)",157.18874536045618,13.406698379489661,139.6317593452104,13.406698379489661
NW Appledore,North Head,2015,SL,39.297186340114045,3.3516745948724154,34.9079398363026,3.3516745948724154,KEEN ONE,Byrnes,8,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6156041193753, 42.9929039161652)",39.297186340114045,3.3516745948724154,34.9079398363026,3.3516745948724154
NW Appledore,North Head,2016,AGCL,9.119471161239863,NA,8.31726525154858,NA,KEEN ONE,Byrnes,0,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61526, 42.9931)",18.238942322479726,NA,16.63453050309716,NA
NW Appledore,North Head,2016,AGCL,9.119471161239863,NA,8.31726525154858,NA,KEEN ONE,Byrnes,16,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61526, 42.9931)",18.238942322479726,NA,16.63453050309716,NA
NW Appledore,North Head,2016,AGCL,9.119471161239863,NA,8.31726525154858,NA,KEEN ONE,Byrnes,24,I,11,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61526, 42.9931)",100.31418277363849,NA,91.48991776703438,NA
NW Appledore,North Head,2016,AGCL,9.119471161239863,NA,8.31726525154858,NA,KEEN ONE,Byrnes,32,O,13,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61526, 42.9931)",118.55312509611822,NA,108.12444827013154,NA
NW Appledore,North Head,2016,AGCL,9.119471161239863,NA,8.31726525154858,NA,KEEN ONE,Byrnes,40,I,7,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61526, 42.9931)",63.83629812867904,NA,58.220856760840064,NA
NW Appledore,North Head,2016,AGCL,9.119471161239863,NA,8.31726525154858,NA,KEEN ONE,Byrnes,8,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61526, 42.9931)",18.238942322479726,NA,16.63453050309716,NA
NW Appledore,North Head,2016,SL,22.92550220790397,1.66239550874648,14.8357054810653,1.66239550874648,KEEN ONE,Byrnes,0,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61526, 42.9931)",45.85100441580794,3.32479101749296,29.6714109621306,3.32479101749296
NW Appledore,North Head,2016,SL,22.92550220790397,1.66239550874648,14.8357054810653,1.66239550874648,KEEN ONE,Byrnes,16,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61526, 42.9931)",91.70200883161588,6.64958203498592,59.3428219242612,6.64958203498592
NW Appledore,North Head,2016,SL,22.92550220790397,1.66239550874648,14.8357054810653,1.66239550874648,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61526, 42.9931)",0,0,0,0
NW Appledore,North Head,2016,SL,22.92550220790397,1.66239550874648,14.8357054810653,1.66239550874648,KEEN ONE,Byrnes,32,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61526, 42.9931)",68.77650662371191,4.98718652623944,44.5071164431959,4.98718652623944
NW Appledore,North Head,2016,SL,22.92550220790397,1.66239550874648,14.8357054810653,1.66239550874648,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61526, 42.9931)",0,0,0,0
NW Appledore,North Head,2016,SL,22.92550220790397,1.66239550874648,14.8357054810653,1.66239550874648,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61526, 42.9931)",0,0,0,0
NW Appledore,North Head,2017,AGCL,18.671476488624407,NA,17.0229956133689,NA,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61617, 42.99264)",0,NA,0,NA
NW Appledore,North Head,2017,AGCL,18.671476488624407,NA,17.0229956133689,NA,KEEN ONE,Byrnes,16,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61617, 42.99264)",56.01442946587322,NA,51.068986840106696,NA
NW Appledore,North Head,2017,AGCL,18.671476488624407,NA,17.0229956133689,NA,KEEN ONE,Byrnes,24,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61617, 42.99264)",37.342952977248814,NA,34.0459912267378,NA
NW Appledore,North Head,2017,AGCL,18.671476488624407,NA,17.0229956133689,NA,KEEN ONE,Byrnes,32,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61617, 42.99264)",56.01442946587322,NA,51.068986840106696,NA
NW Appledore,North Head,2017,AGCL,18.671476488624407,NA,17.0229956133689,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61617, 42.99264)",0,NA,0,NA
NW Appledore,North Head,2017,AGCL,18.671476488624407,NA,17.0229956133689,NA,KEEN ONE,Byrnes,8,I,8,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61617, 42.99264)",149.37181190899526,NA,136.1839649069512,NA
NW Appledore,North Head,2017,SL,34.403205984446096,1.50725484154327,13.1733095452375,1.50725484154327,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61617, 42.99264)",0,0,0,0
NW Appledore,North Head,2017,SL,34.403205984446096,1.50725484154327,13.1733095452375,1.50725484154327,KEEN ONE,Byrnes,16,O,6,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61617, 42.99264)",206.4192359066766,9.04352904925962,79.03985727142499,9.04352904925962
NW Appledore,North Head,2017,SL,34.403205984446096,1.50725484154327,13.1733095452375,1.50725484154327,KEEN ONE,Byrnes,24,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61617, 42.99264)",137.61282393778438,6.02901936617308,52.69323818095,6.02901936617308
NW Appledore,North Head,2017,SL,34.403205984446096,1.50725484154327,13.1733095452375,1.50725484154327,KEEN ONE,Byrnes,32,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61617, 42.99264)",68.80641196889219,3.01450968308654,26.346619090475,3.01450968308654
NW Appledore,North Head,2017,SL,34.403205984446096,1.50725484154327,13.1733095452375,1.50725484154327,KEEN ONE,Byrnes,40,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61617, 42.99264)",103.2096179533383,4.52176452462981,39.519928635712496,4.52176452462981
NW Appledore,North Head,2017,SL,34.403205984446096,1.50725484154327,13.1733095452375,1.50725484154327,KEEN ONE,Byrnes,8,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61617, 42.99264)",103.2096179533383,4.52176452462981,39.519928635712496,4.52176452462981
NW Appledore,North Head,2018,AGCL,13.64498787081394,NA,11.054295578862956,NA,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61552, 42.99315)",0,NA,0,NA
NW Appledore,North Head,2018,AGCL,13.64498787081394,NA,11.054295578862956,NA,KEEN ONE,Byrnes,16,O,8,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61552, 42.99315)",109.15990296651152,NA,88.43436463090364,NA
NW Appledore,North Head,2018,AGCL,13.64498787081394,NA,11.054295578862956,NA,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61552, 42.99315)",0,NA,0,NA
NW Appledore,North Head,2018,AGCL,13.64498787081394,NA,11.054295578862956,NA,KEEN ONE,Byrnes,32,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61552, 42.99315)",27.28997574162788,NA,22.10859115772591,NA
NW Appledore,North Head,2018,AGCL,13.64498787081394,NA,11.054295578862956,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61552, 42.99315)",0,NA,0,NA
NW Appledore,North Head,2018,AGCL,13.64498787081394,NA,11.054295578862956,NA,KEEN ONE,Byrnes,8,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61552, 42.99315)",40.93496361244182,NA,33.16288673658887,NA
NW Appledore,North Head,2018,SL,30.63835699998173,1.44657171413846,12.5327268896609,1.44657171413846,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61552, 42.99315)",0,0,0,0
NW Appledore,North Head,2018,SL,30.63835699998173,1.44657171413846,12.5327268896609,1.44657171413846,KEEN ONE,Byrnes,16,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61552, 42.99315)",122.55342799992692,5.78628685655384,50.1309075586436,5.78628685655384
NW Appledore,North Head,2018,SL,30.63835699998173,1.44657171413846,12.5327268896609,1.44657171413846,KEEN ONE,Byrnes,24,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61552, 42.99315)",122.55342799992692,5.78628685655384,50.1309075586436,5.78628685655384
NW Appledore,North Head,2018,SL,30.63835699998173,1.44657171413846,12.5327268896609,1.44657171413846,KEEN ONE,Byrnes,32,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61552, 42.99315)",61.27671399996346,2.89314342827692,25.0654537793218,2.89314342827692
NW Appledore,North Head,2018,SL,30.63835699998173,1.44657171413846,12.5327268896609,1.44657171413846,KEEN ONE,Byrnes,40,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61552, 42.99315)",30.63835699998173,1.44657171413846,12.5327268896609,1.44657171413846
NW Appledore,North Head,2018,SL,30.63835699998173,1.44657171413846,12.5327268896609,1.44657171413846,KEEN ONE,Byrnes,8,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61552, 42.99315)",61.27671399996346,2.89314342827692,25.0654537793218,2.89314342827692
NW Appledore,Sandpiper Beach,2014,SL,19.1273311335192,2.0497167798163,19.1273311335192,2.0497167798163,KEEN ONE,Byrnes,0,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.617828, 42.99012)",19.1273311335192,2.0497167798163,19.1273311335192,2.0497167798163
NW Appledore,Sandpiper Beach,2014,SL,19.1273311335192,2.0497167798163,19.1273311335192,2.0497167798163,KEEN ONE,Byrnes,16,O,9,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.617828, 42.99012)",172.14598020167278,18.4474510183467,172.14598020167278,18.4474510183467
NW Appledore,Sandpiper Beach,2014,SL,19.1273311335192,2.0497167798163,19.1273311335192,2.0497167798163,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.617828, 42.99012)",0,0,0,0
NW Appledore,Sandpiper Beach,2014,SL,19.1273311335192,2.0497167798163,19.1273311335192,2.0497167798163,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.617828, 42.99012)",0,0,0,0
NW Appledore,Sandpiper Beach,2014,SL,19.1273311335192,2.0497167798163,19.1273311335192,2.0497167798163,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.617828, 42.99012)",0,0,0,0
NW Appledore,Sandpiper Beach,2014,SL,19.1273311335192,2.0497167798163,19.1273311335192,2.0497167798163,KEEN ONE,Byrnes,8,I,6,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.617828, 42.99012)",114.7639868011152,12.2983006788978,114.7639868011152,12.2983006788978
NW Appledore,Sandpiper Beach,2015,SLJ,24.054542616269742,0.387337153039007,2.53434197250328,0.387337153039007,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618576426059, 42.9902022611349)",0,0,0,0
NW Appledore,Sandpiper Beach,2015,SLJ,24.054542616269742,0.387337153039007,2.53434197250328,0.387337153039007,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618576426059, 42.9902022611349)",0,0,0,0
NW Appledore,Sandpiper Beach,2015,SLJ,24.054542616269742,0.387337153039007,2.53434197250328,0.387337153039007,KEEN ONE,Byrnes,24,I,2,1,Algae,Phaeophyta,Brown Algae,NA,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618576426059, 42.9902022611349)",48.109085232539485,0.774674306078014,5.06868394500656,0.774674306078014
NW Appledore,Sandpiper Beach,2015,SLJ,24.054542616269742,0.387337153039007,2.53434197250328,0.387337153039007,KEEN ONE,Byrnes,32,O,8,1,Algae,Phaeophyta,Brown Algae,NA,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618576426059, 42.9902022611349)",192.43634093015794,3.098697224312056,20.27473578002624,3.098697224312056
NW Appledore,Sandpiper Beach,2015,SLJ,24.054542616269742,0.387337153039007,2.53434197250328,0.387337153039007,KEEN ONE,Byrnes,40,I,3,1,Algae,Phaeophyta,Brown Algae,NA,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618576426059, 42.9902022611349)",72.16362784880923,1.162011459117021,7.60302591750984,1.162011459117021
NW Appledore,Sandpiper Beach,2015,SLJ,24.054542616269742,0.387337153039007,2.53434197250328,0.387337153039007,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618576426059, 42.9902022611349)",0,0,0,0
NW Appledore,Sandpiper Beach,2016,AGCL,22.908437632427404,NA,22.987328466188,NA,KEEN ONE,Byrnes,0,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61878, 42.99021)",22.908437632427404,NA,22.987328466188,NA
NW Appledore,Sandpiper Beach,2016,AGCL,22.908437632427404,NA,22.987328466188,NA,KEEN ONE,Byrnes,16,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61878, 42.99021)",22.908437632427404,NA,22.987328466188,NA
NW Appledore,Sandpiper Beach,2016,AGCL,22.908437632427404,NA,22.987328466188,NA,KEEN ONE,Byrnes,24,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61878, 42.99021)",22.908437632427404,NA,22.987328466188,NA
NW Appledore,Sandpiper Beach,2016,AGCL,22.908437632427404,NA,22.987328466188,NA,KEEN ONE,Byrnes,32,O,7,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61878, 42.99021)",160.35906342699184,NA,160.911299263316,NA
NW Appledore,Sandpiper Beach,2016,AGCL,22.908437632427404,NA,22.987328466188,NA,KEEN ONE,Byrnes,40,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61878, 42.99021)",68.72531289728221,NA,68.961985398564,NA
NW Appledore,Sandpiper Beach,2016,AGCL,22.908437632427404,NA,22.987328466188,NA,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61878, 42.99021)",0,NA,0,NA
NW Appledore,Sandpiper Beach,2016,SL,49.45995098175691,3.5100910347682253,36.88905634082675,3.5100910347682253,KEEN ONE,Byrnes,0,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61878, 42.99021)",148.37985294527073,10.530273104304676,110.66716902248024,10.530273104304676
NW Appledore,Sandpiper Beach,2016,SL,49.45995098175691,3.5100910347682253,36.88905634082675,3.5100910347682253,KEEN ONE,Byrnes,16,O,7,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61878, 42.99021)",346.2196568722984,24.570637243377575,258.22339438578723,24.570637243377575
NW Appledore,Sandpiper Beach,2016,SL,49.45995098175691,3.5100910347682253,36.88905634082675,3.5100910347682253,KEEN ONE,Byrnes,24,I,8,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61878, 42.99021)",395.6796078540553,28.080728278145802,295.112450726614,28.080728278145802
NW Appledore,Sandpiper Beach,2016,SL,49.45995098175691,3.5100910347682253,36.88905634082675,3.5100910347682253,KEEN ONE,Byrnes,32,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61878, 42.99021)",98.91990196351382,7.0201820695364505,73.7781126816535,7.0201820695364505
NW Appledore,Sandpiper Beach,2016,SL,49.45995098175691,3.5100910347682253,36.88905634082675,3.5100910347682253,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61878, 42.99021)",0,0,0,0
NW Appledore,Sandpiper Beach,2016,SL,49.45995098175691,3.5100910347682253,36.88905634082675,3.5100910347682253,KEEN ONE,Byrnes,8,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61878, 42.99021)",98.91990196351382,7.0201820695364505,73.7781126816535,7.0201820695364505
NW Appledore,Sandpiper Beach,2017,AGCL,17.93660050707025,NA,14.38439620283675,NA,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61854, 42.99015)",0,NA,0,NA
NW Appledore,Sandpiper Beach,2017,AGCL,17.93660050707025,NA,14.38439620283675,NA,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61854, 42.99015)",0,NA,0,NA
NW Appledore,Sandpiper Beach,2017,AGCL,17.93660050707025,NA,14.38439620283675,NA,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61854, 42.99015)",0,NA,0,NA
NW Appledore,Sandpiper Beach,2017,AGCL,17.93660050707025,NA,14.38439620283675,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61854, 42.99015)",0,NA,0,NA
