NETWORK,PI,YEAR,MONTH,DAY,SITE,TRANSECT,SP_CODE,PERCENT_COVER,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,DIP,1.25,Invertebrate,Chordates,Tunicates,NA,colonial tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma,Diplosoma listerianum
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,DIVE,15,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,HIRU,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,HJ,70,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,LESP,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Leptophytum,Leptophytum acervatum
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,LIGL,5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,MAST,2.5,Algae,Rhodophyta,Erect Red Algae,NA,false irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus stellatus
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,MYED,1.25,Invertebrate,Molluscs,Bivalves,NA,Blue Mussel,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus edulis
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,PHSP,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,rock branch algae,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Phymatolithon,Phymatolithon
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,PORO,1.25,Algae,Rhodophyta,Erect Red Algae,NA,goat tang,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Polyidaceae,Polyides,Polyides rotunda
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,S,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,SCUN,1.25,Invertebrate,Bryozoans,Bryozoans,NA,single horn bryzoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella,Schizoporella unicornis
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,SL,21.25,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,SS,3.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,NW Appledore,Larus Ledge,UV,1.25,Algae,Chlorophyta,Green Algae,NA,Sea lettuce,NA,NA,NA,NA,NA,NA,Blady Ulvoid
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,ANSP,1.25,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,B,23.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,BM,42.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,BOVI,3.75,Invertebrate,Chordates,Tunicates,NA,orange sheath tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Botrylloides violaceus
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,BS,6.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,BUSP,3.75,Invertebrate,Bryozoans,Bryozoans,NA,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,Bugulina spicata
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,BUTU,12.5,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,CF,27.5,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,COF,1.25,Algae,Chlorophyta,Green Algae,NA,Green fleece,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,Codium fragile
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,CREB,2.5,Invertebrate,Bryozoans,Bryozoans,NA,tufted ivory corraline,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,Crisia eburnea
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,CYPU,2.5,Algae,Rhodophyta,Erect Red Algae,NA,Purple claw weed,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,HJ,76.25,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,LESP,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Leptophytum,Leptophytum acervatum
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,S,11.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,SCUN,1.25,Invertebrate,Bryozoans,Bryozoans,NA,single horn bryzoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella,Schizoporella unicornis
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,SH,6.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,SL,10,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,SS,10,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,16,SW Appledore,South Smith's Cove,UV,3.75,Algae,Chlorophyta,Green Algae,NA,Sea lettuce,NA,NA,NA,NA,NA,NA,Blady Ulvoid
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,ANSP,10,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,B,90,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,BOVI,5,Invertebrate,Chordates,Tunicates,NA,orange sheath tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Botrylloides violaceus
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,BS,2.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,BUTU,10,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,CF,40,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,CLCI,5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Clathromorphum,Clathromorphum circumscriptum
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,DEAC,1.25,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,DIVE,10,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,HIRU,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,HJ,83.75,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,LESP,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Leptophytum,Leptophytum acervatum
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,LIGL,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,PHSP,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,rock branch algae,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Phymatolithon,Phymatolithon
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,SH,7.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Pepperrell,TETE,1.25,Invertebrate,Molluscs,Gastropods,NA,Plate Limpet,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Testudinalia,Testudinalia testudinalis
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,B,52.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,BUTU,5,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,CF,28.75,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,DEAC,6.25,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,DEVI,1.25,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,DIVE,2.5,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,FG,1.25,Algae,Chlorophyta,Green Algae,NA,Filamentous Green,NA,NA,NA,NA,NA,NA,Filamentous Green
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,HIRU,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,HJ,76.25,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,LESP,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Leptophytum,Leptophytum acervatum
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,LIGL,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,MAST,1.25,Algae,Rhodophyta,Erect Red Algae,NA,false irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus stellatus
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,PHSP,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,rock branch algae,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Phymatolithon,Phymatolithon
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,S,6.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,SH,15,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,SL,16.25,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,SS,26.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,TRIN,1.25,Invertebrate,Bryozoans,Bryozoans,NA,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,Tricellaria inopinata
KEEN ONE,Byrnes,2017,8,17,SW Appledore,North Smith's Cove,UV,1.25,Algae,Chlorophyta,Green Algae,NA,Sea lettuce,NA,NA,NA,NA,NA,NA,Blady Ulvoid
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,ANSP,2.5,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,B,72.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,BM,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,BOVI,3.75,Invertebrate,Chordates,Tunicates,NA,orange sheath tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Botrylloides violaceus
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,BS,15,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,BUTU,5,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,CF,42.5,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,CYPU,6.25,Algae,Rhodophyta,Erect Red Algae,NA,Purple claw weed,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,DEVI,1.25,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,DIVE,10,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,HIRU,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,HJ,71.25,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,LESP,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Leptophytum,Leptophytum acervatum
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,LIGL,5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,MAST,1.25,Algae,Rhodophyta,Erect Red Algae,NA,false irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus stellatus
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,PHSP,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,rock branch algae,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Phymatolithon,Phymatolithon
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,S,6.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,SH,5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,SL,2.5,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,SLJ,1.25,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,URB,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified Red Blade
KEEN ONE,Byrnes,2017,8,17,SW Appledore,South Pepperrell,UV,1.25,Algae,Chlorophyta,Green Algae,NA,Sea lettuce,NA,NA,NA,NA,NA,NA,Blady Ulvoid
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,ANSP,15,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,B,97.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,BM,2.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,BUTU,3.75,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,CF,6.25,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,CHCR,21.25,Algae,Rhodophyta,Erect Red Algae,NA,Irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,CLCI,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Clathromorphum,Clathromorphum circumscriptum
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,CO,17.5,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,DEAC,1.25,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,DIVE,10,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,HAPA,1.25,Invertebrate,Proifera,Sponges,NA,Breadcrumb Sponge,Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria (Halichondria) panicea
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,HIRU,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,HJ,2.5,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,LESP,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Leptophytum,Leptophytum acervatum
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,LIGL,15,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,LISP,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Lithophyllum,Lithophyllum
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,MEMA,6.25,Invertebrate,Bryozoans,Bryozoans,NA,sea lace,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,OSED,1.25,Invertebrate,Molluscs,Bivalves,NA,European flat Oyster,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,Ostrea edulis
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,PHSP,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,rock branch algae,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Phymatolithon,Phymatolithon
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,POLS,23.75,Algae,Rhodophyta,Erect Red Algae,NA,lobster horns,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,RAT,3.75,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Red Algal Turf
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,SL,25,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,SPRE,2.5,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Spermothamnion,Spermothamnion repens
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broad Cove,UFR,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified Filamentous Red
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broadway and 42nd,ANSP,3.75,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broadway and 42nd,B,62.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broadway and 42nd,BL,33.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2018,8,28,NE Appledore,Broadway and 42nd,BM,2.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
