Year,Transect,Level,Replicate,Data_taken,Note_header,Note_value,Source
1986,28,9,1,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1987,2,3,1,NA,Notes,8/19/97 TJF - Semibal size classes are divided into <3mm and >2mm.,Size_class
1987,2,7,1,NA,Notes,8/19/97 No Semibal size class data were recorded.,Size_class
1987,2,9,1,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1987,2,9,2,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1987,2,9,3,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1987,2,10,1,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1987,2,11,1,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1987,2,12,1,NA,Notes,2/2008: MME: under old size class distributions  69% Mytilus were >30mm,Size_class
1987,2,12,2,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1987,2,12,3,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1987,2,13,1,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1987,5,6,3,NA,Notes,7/15/97 TJF - Students noted 200 dead Semibal.  all 2mm in size.,Size_class
1987,5,9,3,NA,Notes,7/15/1997 TJF - No Semibalanus size class data was recorded.,Size_class
1987,5,9,3,NA,Quality,poor,Size_class
1987,5,12,1,NA,Notes,7/15/1997 TJF - No Modiolus size class data was recorded.,Size_class
1987,5,12,1,NA,Quality,poor,Size_class
1987,5,12,2,NA,Notes,7/15/97 TJF - Students noted only that largest Modiolus was 4cm.,Size_class
1987,5,12,2,NA,Quality,poor,Size_class
1987,5,12,3,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1987,5,13,1,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1987,7,9,1,NA,Notes,2/2008: MME: under old size class distributions  85% Mytilus were >30mm,Size_class
1987,7,10,1,NA,Notes,2/2008: MME: under old size class distributions  2% Mytilus were >30mm,Size_class
1987,7,12,1,NA,Notes,2/2008: MME: under old size class distributions  80% Mytilus were >30mm,Size_class
1987,7,12,2,NA,Notes,2/2008: MME: under old size class distributions  8% Mytilus were >30mm,Size_class
1987,7,12,3,NA,Notes,2/2008: MME: under old size class distributions  90% Mytilus were >30mm,Size_class
1987,7,13,1,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1987,7,14,1,NA,Notes,2/2008: MME: under old size class distributions  90% Mytilus were >30mm,Size_class
1987,15,13,1,NA,Notes,8/6/97 No Mytilus size class data recorded.,Size_class
1987,15,13,1,NA,Quality,poor,Size_class
1987,20,13,1,NA,Notes,8/6/97 No Mytilus size class data recorded.,Size_class
1987,20,13,1,NA,Quality,poor,Size_class
1987,22,9,3,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 5-20 mm,Size_class
1987,22,10,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 4-15 mm,Size_class
1987,22,11,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 3-10 mm,Size_class
1987,22,12,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 3-20 mm,Size_class
1987,22,12,2,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 2-15 mm,Size_class
1987,22,12,3,NA,Notes,6/30/98 CW- M. edulis sizes recorded as: 5-15 mm,Size_class
1987,22,13,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 5-15 mm,Size_class
1987,24,9,1,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1987,24,9,3,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1987,24,10,1,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1987,24,11,1,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1987,24,12,1,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1987,24,12,3,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1987,24,13,1,NA,Notes,2/2008: no size class recorded t 24 1986….no reason given,Size_class
1987,26,10,1,NA,Notes,"11/11/97CW- Sb bal size class was recorded as ""≥2mm""",Size_class
1987,26,11,1,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1987,26,12,1,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1987,26,12,2,NA,Notes,"11/11/97CW- Modiolus size class was recorded as ""1.0cm- 6.0cm"".",Size_class
1987,26,12,3,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1987,26,13,1,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1987,28,9,1,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1987,28,12,1,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1987,28,12,2,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1987,28,12,3,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1987,28,15,1,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1988,2,3,1,NA,Notes,8/18/97 TJF - Saze class data is very vague this year. Most sizes were recorded as averages,Size_class
1988,2,9,2,NA,Notes,8/18/1997 TJF - Students did not record Mytilus size class data.,Size_class
1988,2,12,1,NA,Notes,8/18/1997 TJF - Students did not record Semibal and Modiolus size class data.,Size_class
1988,5,12,2,NA,Notes,7/15/97 TJF - Students noted only that largest Modiolus was 4cm.,Size_class
1988,5,12,2,NA,Quality,poor,Size_class
1988,5,12,3,NA,Notes,7/15/97 TJF - Students noted only that largest Modiolus was 4cm.,Size_class
1988,5,12,3,NA,Quality,poor,Size_class
1988,7,8,1,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1988,7,11,1,NA,Notes,2/2008: MME: under old size class distributions  100% Mytilus were >30mm,Size_class
1988,20,2,1,NA,Notes,Only two replicates were done at this level.,Size_class
1988,22,3,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 75% >10 mm  25% < 10mm,Size_class
1988,22,4,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 60% 5- 10 mm  40% < 5mm,Size_class
1988,22,4,2,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 60% 5- 10 mm  40% < 5mm,Size_class
1988,22,5,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 65% < 5 mm  35%  5-10 mm.,Size_class
1988,22,5,2,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 50% < 5 mm  50%  5-10 mm.,Size_class
1988,22,9,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 10mm or less.,Size_class
1988,22,9,2,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 10mm or less.,Size_class
1988,22,9,3,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 50% < 10 mm  50%  >10 mm.,Size_class
1988,22,11,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 100% ≤ 5 mm.,Size_class
1988,22,12,2,NA,Notes,2/2008: MME: under old size class distributions  20% Mytilus were >30mm,Size_class
1988,24,9,2,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1988,24,11,1,NA,Notes,2/2008: MME: 100% of Modiolus were in >30mm size class  but had to change to p to fit with new size class distributions,Size_class
1988,26,7,1,NA,Notes,11/9/97CW- Sb.bal size given as 2-3mm  Mytilus size was given as 2mm-2cm.,Size_class
1988,26,9,2,NA,Notes,11/9/97CW- Sb.bal size was given as 2-3mm  Modiolus size class was given as 3-7mm,Size_class
1988,26,11,1,NA,Notes,11/9/97CW- Mytilus size class was given as 3.5mm-2.5cm.,Size_class
1988,26,13,1,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1988,28,9,3,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1988,28,12,1,NA,Notes,2/2008: MME: under old size class districutions  100% Modiolus were >30mm,Size_class
1988,28,12,3,NA,Notes,2/2008: MME: under old size class districutions  100% Modiolus were >30mm,Size_class
1989,2,7,1,NA,Notes,8/18/1997 TJF - Students did not record Semibal. size class data.,Size_class
1989,2,8,1,NA,Notes,8/18/1997 TJF - Students did not record Mytilus size class data.,Size_class
1989,2,9,1,NA,Notes,8/18/1997 TJF - Semibal. size class data is oncomplete,Size_class
1989,2,9,2,NA,Notes,8/18/1997 TJF - Students did not record Semibal. and Mytilus size class data.,Size_class
1989,2,10,1,NA,Notes,8/18/1997 TJF - Students did not record Semibal. size class data.,Size_class
1989,2,11,1,NA,Notes,8/18/1997 TJF - Students did not record Semibal. and Mytilus size class data.,Size_class
1989,2,12,3,NA,Notes,2/2008: MME: under odl size calss descriptions  100% Modiolus were >30mm,Size_class
1989,5,6,1,NA,Notes,6/20/97 TJF - students noted 12 dead 1-mm barnacles.,Size_class
1989,5,9,1,NA,Notes,"6/20/97 TJF - students noted that  ""S. balanoides were bigger...than any of the previous quadrats  but any large ones (1.5cm) were dead.""",Size_class
1989,5,9,1,NA,Quality,poor,Size_class
1989,5,9,2,NA,Notes,"6/20/97 TJF - No Mytilus or Semibalanus size class data was recorded. Students did note that there was ""more of a variation in sizes"" of barnacles than the previous quadrat.",Size_class
1989,5,9,2,NA,Quality,poor,Size_class
1989,5,9,3,NA,Notes,6/20/97 TJF - No Semibalanus size class data was recorded.,Size_class
1989,5,9,3,NA,Quality,poor,Size_class
1989,5,10,1,NA,Notes,6/20/97 TJF - No Semibalanus size class data was recorded.,Size_class
1989,5,10,1,NA,Quality,poor,Size_class
1989,5,11,1,NA,Notes,6/20/97 TJF - Students noted that largest Modiolus was 4cm  but most were 0.5cm.,Size_class
1989,5,12,1,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1989,5,12,2,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1989,5,12,3,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1989,5,13,1,NA,Notes,6/20/97 TJF - No Modiolus size class data was recorded.,Size_class
1989,5,13,1,NA,Quality,poor,Size_class
1989,15,4,1,NA,Notes,"8/1/97 TJF - In this year  students recorded Semibal. sizes as <5mm  5-10mm  and >10mm. I recorded <5mm data as 3-5mm and marked the 0-2mm size class as ""nd.""",Size_class
1989,15,6,1,NA,Notes,8/1/97 TJF - Students noted that all Mytilus were 1.5 cm. or less.,Size_class
1989,15,6,3,NA,Notes,8/1/97 TJF - Students noted that 97% of Mytilus were 1.5 cm. or less.,Size_class
1989,15,7,1,NA,Notes,8/1/97 TJF - Students noted that 80% of Mytilus were <10mm and 20% were >10mm.,Size_class
1989,15,9,3,NA,Notes,8/1/97 TJF - Students noted that 90% of Mytilus were about 20mm  and the rest were smaller.,Size_class
1989,20,1,1,NA,Quality,very poor,Size_class
1989,20,2,1,NA,Quality,very poor,Size_class
1989,20,3,1,NA,Quality,very poor,Size_class
1989,20,4,1,NA,Quality,very poor,Size_class
1989,20,5,1,NA,Quality,very poor,Size_class
1989,20,6,1,NA,Quality,very poor,Size_class
1989,20,6,2,NA,Quality,very poor,Size_class
1989,20,6,3,NA,Quality,very poor,Size_class
1989,20,7,1,NA,Quality,very poor,Size_class
1989,20,8,1,NA,Quality,very poor,Size_class
1989,20,9,1,NA,Quality,very poor,Size_class
1989,20,9,2,NA,Quality,very poor,Size_class
1989,20,9,3,NA,Quality,very poor,Size_class
1989,20,10,1,NA,Quality,very poor,Size_class
1989,20,11,1,NA,Quality,very poor,Size_class
1989,20,11,2,NA,Quality,very poor,Size_class
1989,20,11,3,NA,Quality,very poor,Size_class
1989,22,7,1,NA,Quality,Mytilus: size range: 3mm-13mm,Size_class
1989,22,7,2,NA,Quality,Mytilus: size range: 3mm-14mm,Size_class
1989,22,7,3,NA,Quality,Mytilus: size range: 3mm-15mm,Size_class
1989,22,8,1,NA,Quality,Mytilus: size range: 3mm-20mm,Size_class
1989,22,9,1,NA,Quality,Mytilus: one size recoreded: 2.4cm  doesn't indicate whether this is average or max,Size_class
1989,22,10,1,NA,Quality,Mytilus: max size =3.5 cm,Size_class
1989,22,10,2,NA,Quality,Mytilus: only size recorded+3.1cm  does not say if that is avg or max,Size_class
1989,22,10,3,NA,Quality,Mytilus: max length=3cm,Size_class
1989,22,11,1,NA,Quality,Mytilus: 3.6 cm listed  don't know if that is max or avg,Size_class
1989,22,12,1,NA,Quality,Mytilus: max length=2.5 cm,Size_class
1989,22,13,1,NA,Quality,Mytilus: max length=4.5 cm,Size_class
1989,22,13,2,NA,Quality,Mytilus: max length=3.5 cm,Size_class
1989,22,13,3,NA,Quality,Mytilus: max length=3.4 cm,Size_class
1989,22,14,1,NA,Quality,Mytilus: average size <1mm,Size_class
1989,26,7,1,NA,Notes,"11/4/97CW- Sb bal. size was recorded as ""1mm- 1cm""  M.edulis size was ""3mm- 1cm""",Size_class
1989,26,8,1,NA,Notes,"11/4/97CW- Sb bal. size was recorded as ""1mm- 3mm""",Size_class
1989,26,9,1,NA,Notes,"11/4/97CW- Sb bal. size was recorded as ""2mm- 3mm""",Size_class
1989,26,9,2,NA,Notes,"11/4/97CW- Sb bal. size was recorded as ""2mm- 3mm""",Size_class
1989,26,9,3,NA,Notes,"11/4/97CW- Sb bal. size was recorded as ""2mm- 4mm""",Size_class
1989,26,10,1,NA,Notes,"11/4/97CW- Sb bal. size was recorded as ""2mm- 4mm""",Size_class
1989,26,11,1,NA,Notes,"11/4/97CW- Modiolus size was recorded as ""up to 1cm.""",Size_class
1989,26,12,2,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1989,26,12,3,NA,Notes,"11/4/97CW- Modiolus size was recorded as ""2-4cm""",Size_class
1989,26,13,1,NA,Notes,2/2008: MME: under old size class distributions  100% Modiolus were >30mm,Size_class
1989,28,7,1,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1989,28,7,3,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1990,2,5,1,NA,Notes,8/15/97 TJF - Students noted that Semibal. sizes were 1-10mm  bu that moast were 10mm. I recorded this as 80% large and 10 % of the two smaller size classes,Size_class
1990,2,11,1,NA,Notes,2/2008: MME: under old size class categories  100% Modiolus were >30mm,Size_class
1990,2,12,1,NA,Notes,2/2008: MME: under old size class categories  100% Modiolus were >30mm,Size_class
1990,2,12,2,NA,Notes,2/2008: MME: under old size class categories  100% Modiolus were >30mm,Size_class
1990,2,12,3,NA,Notes,2/2008: MME: under old size class categories  100% Modiolus were >30mm,Size_class
1990,5,7,1,NA,Notes,6/19/97 TJF converted whole number of mussel & barnacle size classes to percentage on quad report form in red ink.,Size_class
1990,5,8,1,NA,Notes,6/19/97 TJF converted whole number of barnacle size class to percentage on quad report form in red ink.,Size_class
1990,5,9,1,NA,Notes,6/19/97 TJF converted whole number of mussel & barnacle size classes to percentage on quad report form in red ink.,Size_class
1990,5,9,2,NA,Notes,6/19/97 TJF converted whole number of barnacle size class to percentage on quad report form in red ink.,Size_class
1990,5,9,3,NA,Notes,6/19/97 TJF - Asco present in quadrat  but size data not recorded.,Size_class
1990,5,10,1,NA,Notes,6/19/97 TJF converted whole number of Modiolus size class to percentage on quad report form in red ink.,Size_class
1990,5,11,1,NA,Notes,6/19/97 TJF  - students noted that all 15 Modiolus in quadrat were 2-4cm in size. I divided the proportion equally betweeh 20-30mm and >30mm size classes.,Size_class
1990,5,12,2,NA,Notes,6/19/97 TJF converted whole number of Modiolus size class to percentage on quad report form in red ink.,Size_class
1990,5,12,3,NA,Notes,6/19/97 TJF converted whole number of Modiolus size class to percentage on quad report form in red ink.,Size_class
1990,5,13,1,NA,Notes,6/19/97 TJF converted whole number of Modiolus size class to percentage on quad report form in red ink.,Size_class
1990,22,4,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 32 >5mm  3-5mm  and some 1mm.,Size_class
1990,22,6,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 2-3 mm  5-6 mm.,Size_class
1990,22,6,2,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 2-3 mm,Size_class
1990,22,6,3,NA,Notes,6/30/98 CW- Sizes were not recorded for Sb. bal and M.edulis,Size_class
1990,22,7,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 3-6 mm,Size_class
1990,22,8,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 1-3 mm,Size_class
1990,22,9,1,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 1-2 mm and some 3mm,Size_class
1990,22,9,2,NA,Notes,6/30/98 CW- Sb. bal sizes recorded as: 2-5 mm,Size_class
1990,22,10,1,NA,Notes,6/30/98 CW- M. edulis sizes recorded as: 18- 25 mm,Size_class
1990,22,11,1,NA,Notes,6/30/98 CW- M. edulis sizes recorded as: 10- 25 mm,Size_class
1990,22,13,1,NA,Notes,6/30/98 CW- M. edulis sizes recorded as: 6 mm  17mm  23 mm,Size_class
1990,24,9,1,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1990,24,9,2,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1990,26,7,1,NA,Notes,11/2/97CW- Size classes for barnacles were recorded as 7mm  3mm   and1mm but percentages were not recorded.,Size_class
1990,26,8,1,NA,Notes,11/2/97CW- Size classes for barnacles were recorded as 3mm   and1mm but percentages were not recorded.,Size_class
1990,26,9,1,NA,Notes,11/2/97CW- Size classes for barnacles were recorded as 3mm   and1mm but percentages were not recorded.,Size_class
1990,26,9,2,NA,Notes,11/2/97CW- Size classes for barnacles were recorded as 3mm   and1mm but percentages were not recorded.,Size_class
1990,26,9,3,NA,Notes,11/2/97CW- Size classes for barnacles were recorded as 3mm   and1mm but percentages were not recorded.,Size_class
1990,26,12,1,NA,Notes,"11/2/97CW- Mytius size was recorded as ""up to 2.8 cm""  there were no percentages given.",Size_class
1990,26,12,2,NA,Notes,"11/2/97CW- Mytius size was recorded as ""up to 2.8 cm""  there were no percentages given.",Size_class
1990,26,12,3,NA,Notes,"11/2/97CW- Mytius size was recorded as ""up to 2.6 cm""  there were no percentages given.",Size_class
1990,26,13,1,NA,Notes,"11/2/97CW- Modiolus size was recorded as ""up to 3.4 cm""  there were no percentages given.",Size_class
1990,26,13,2,NA,Notes,"11/2/97CW- Modiolus size was recorded as ""up to 2.9 cm""  there were no percentages given.",Size_class
1991,2,13,1,NA,Notes,2/2008: MME: under old size class categories  5% Modiolus were >30mm,Size_class
1991,2,13,2,NA,Notes,2/2008: MME: under old size class categories  100% Modiolus were >30mm,Size_class
1991,5,10,2,NA,Notes,6/20/97 TJF - Lengths of fucoids not measured. Semibal size class data not recorded.,Size_class
1991,5,10,2,NA,Quality,poor,Size_class
1991,15,7,1,NA,Notes,7/28/97 TJF - Students noted that Semibal. are 2-10mm.,Size_class
1991,15,7,1,NA,Quality,poor,Size_class
1991,15,7,3,NA,Notes,7/28/97 TJF - Students noted that Semibal. are 3-10mm and that Mytilus are 2-24mm.,Size_class
1991,15,7,3,NA,Quality,poor,Size_class
1991,15,8,1,NA,Notes,7/28/97 TJF - Students noted that Semibal. are 2-4mm and that Mytilus are 25mm.,Size_class
1991,15,8,1,NA,Quality,poor,Size_class
1991,15,9,1,NA,Notes,7/28/97 TJF - Students noted that Semibal. are 1-20mm (20mm is unusually large) and that Mytilus are 5-20mm.,Size_class
1991,15,9,1,NA,Quality,poor,Size_class
1991,15,9,2,NA,Notes,7/28/97 TJF - Students noted that Semibal. are 1-20mm (20mm is unusually large) and that Mytilus are 5-20mm.,Size_class
1991,15,9,2,NA,Quality,poor,Size_class
1991,15,9,3,NA,Notes,7/28/97 TJF - No size data was recorded for Semibal.  and students noted that Mytilus was 3-15mm.,Size_class
1991,15,9,3,NA,Quality,poor,Size_class
1991,15,10,1,NA,Notes,7/28/97 TJF - Students noted that Semibal. are 2-20mm (20mm is unusually large) and that Mytilus are 5-20mm.,Size_class
1991,15,10,1,NA,Quality,poor,Size_class
1991,15,11,1,NA,Notes,7/28/97 TJF - Students noted that Semibal. are 2-10mm and that Mytilus are 2-20mm.,Size_class
1991,15,11,1,NA,Quality,poor,Size_class
1991,15,11,2,NA,Notes,7/28/97 TJF - Students noted that Semibal. are 1-10mm and that Mytilus are 3-30mm.,Size_class
1991,15,11,2,NA,Quality,poor,Size_class
1991,15,11,3,NA,Notes,7/28/97 TJF - Students noted that Semibal. are 4-10mm  and no size data is recorded for Mytilus.,Size_class
1991,15,11,3,NA,Quality,poor,Size_class
1991,15,12,1,NA,Notes,7/28/97 TJF - Students noted that Semibal. are 1-5mm and that Mytilus is 1-10mm.,Size_class
1991,15,12,1,NA,Quality,poor,Size_class
1991,15,13,1,NA,Notes,7/28/97 TJF - Students noted 3 size classes for Mytilus; 2mm  20mm  and 50mm.,Size_class
1991,15,13,1,NA,Quality,poor,Size_class
1991,15,13,2,NA,Notes,7/28/97 TJF - Students noted 3 size classes for Mytilus; 2mm  20mm  and 50mm.,Size_class
1991,15,13,2,NA,Quality,poor,Size_class
1991,15,13,3,NA,Notes,7/28/97 TJF - Students noted that Semibal. are 3-15mm and that Mytilus is 2-50mm.,Size_class
1991,15,13,3,NA,Quality,poor,Size_class
1991,15,14,1,NA,Notes,7/28/97 TJF - Students noted that Mytilus is 3-15mm.,Size_class
1991,15,14,1,NA,Quality,poor,Size_class
1991,20,4,1,NA,Notes,7/23/97 TJf - Students noted that Semibal. were 2-7mm.,Size_class
1991,20,4,3,NA,Notes,7/23/97 TJf - Students noted that Semibal. were 2-7mm.,Size_class
1991,24,9,1,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1991,24,10,1,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1991,24,10,2,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1991,24,10,3,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1991,24,11,1,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1991,24,14,1,NA,Notes,2/2008: MME: 100% of Modiolus were in >30mm size class  but had to change to p to fit with new size class distributions,Size_class
1991,24,14,3,NA,Notes,2/2008: MME: 100% of Modiolus were in >30mm size class  but had to change to p to fit with new size class distributions,Size_class
1991,26,8,3,NA,Notes,10/26/97 CW- Sb. bal was present but size data was not given.,Size_class
1991,26,9,1,NA,Notes,"10/27/97 CW- Sb. bal was present and size was given as ""small""",Size_class
1991,26,10,1,NA,Notes,10/27/97 CW- Sb. bal was present but no size was given,Size_class
1991,26,10,2,NA,Notes,"10/27/97 CW- Sb. bal and Modiolus were present but no size was given  Modiolus were listed as ""small""",Size_class
1991,26,10,3,NA,Notes,10/27/97 CW- Sb. bal was present but no size was given,Size_class
1991,26,11,1,NA,Notes,"10/27/97 CW- Sb. bal were present but no size was given  Modiolus were listed as ""all under 2cm""",Size_class
1991,26,12,1,NA,Notes,10/27/97 CW- Sb. bal was present but no size was given,Size_class
1991,26,12,2,NA,Notes,10/27/97 CW- Sb. bal were present but no size was given,Size_class
1991,26,12,3,NA,Notes,"10/27/97 CW- Sb. bal and Modiolus were present  Sb bal were recorded as ""small""  Modiolus were listed as ""med""",Size_class
1991,26,13,1,NA,Notes,10/27/97 CW- Modiolus was recorded as 1 cm on the Animal and plants form and 2cm on the ecology form,Size_class
1991,26,14,1,NA,Notes,"10/27/97 CW- Sb. bal was present and recorded as ""small""",Size_class
1991,26,14,2,NA,Notes,"10/27/97 CW- Modiolus was present and recorded as ""small""",Size_class
1991,26,14,3,NA,Notes,"10/27/97 CW- Modiolus was present and recorded as ""small""",Size_class
1991,28,8,1,NA,Notes,2/2008: MME: under old size class distribution  100% Mytilus were >30mm,Size_class
1991,28,12,1,NA,Notes,2/2008: MME: under old size class districutions  100% Modiolus were >30mm,Size_class
1991,28,12,3,NA,Notes,2/2008: MME: under old size class districutions  100% Modiolus were >30mm,Size_class
1991,28,13,1,NA,Notes,2/2008: MME: under old size class districutions  100% Modiolus were >30mm,Size_class
1992,5,8,2,NA,Notes,6/19/97 TJF - No size recorded for Mytilus.,Size_class
1992,5,8,2,NA,Quality,poor,Size_class
1992,5,8,3,NA,Notes,6/19/97 TJF - No size recorded for Mytilus.,Size_class
1992,5,8,3,NA,Quality,poor,Size_class
1992,5,12,1,NA,Notes,6/19/97 TJF - No size recorded for Mytilus.,Size_class
1992,5,12,1,NA,Quality,poor,Size_class
1992,5,13,2,NA,Notes,6/19/97 TJF - No size recorded for Mytilus.,Size_class
1992,5,13,2,NA,Quality,poor,Size_class
1992,5,13,3,NA,Notes,6/19/97 TJF - No size recorded for Mytilus.,Size_class
1992,5,13,3,NA,Quality,poor,Size_class
1992,7,7,2,NA,Notes,2/2008: MME: under old size class distributions  34.3% Mytilus were >30mm,Size_class
1992,15,3,2,NA,Notes,"7/18/97 TJF - General Note: In this year  students tended to describe Semibal. sizes as  <5mm  5-10mm  and >10mm.  When specific proportions were given  I put the <5mm data into the 3-5mm size class and ""nd"" in the 0-2mm size class.",Size_class
1992,15,3,3,NA,Notes,"7/18/97 TJF - For Semibal size classes  students wrote only ""<5mm.""",Size_class
1992,15,10,3,NA,Notes,7/21/97 No Mytilus size class data.,Size_class
1992,15,10,3,NA,Quality,poor,Size_class
1992,24,8,2,NA,Notes,2/2008: MME: under old size class distributions  20% of Mytilus were >30mm,Size_class
1992,24,9,1,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1992,24,9,2,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1992,24,10,1,NA,Notes,2/2008: MME: under old size class distributions  30% of Mytilus were >30mm,Size_class
1992,24,10,2,NA,Notes,2/2008: MME: under old size class distributions  4% of Mytilus were >30mm,Size_class
1992,24,10,3,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1992,24,11,1,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1992,24,11,2,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1992,24,11,3,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1992,24,12,1,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1992,24,12,2,NA,Notes,2/2008: MME: under old size class distributions  75% of Mytilus were >30mm,Size_class
1992,24,12,3,NA,Notes,2/2008: MME: under old size class distributions  48% of Mytilus were >30mm,Size_class
1992,24,13,2,NA,Notes,2/2008: MME: under old size class distributions  100% of Mytilus were >30mm,Size_class
1992,26,6,1,NA,Notes,CW 10/22/97- Sb. bal was recorded as 1-3mm so I placed 100% in 0-2mm and a p in 3-5,Size_class
1992,26,7,2,NA,Notes,CW 10/22/97- 83% of the Sb. bal was recorded as 1-5 mm  so I split the percentages in half between 0-2mm and 3-5mm,Size_class
1992,26,7,3,NA,Notes,CW 10/22/97- 76% of the Sb. bal was recorded as 1-5 mm  so I split the percentages in half between 0-2mm and 3-5mm,Size_class
